name,address1,cate_gories
Water Grill - Los Angeles,544 S Grand Ave,"Seafood, Bars"
Tropicana Hollywood,7000 Hollywood Blvd,Lounges
King Harbor Brewing Company Waterfront Tasting Room,132 International Boardwalk,Breweries
Bodega Wine Bar,814 Broadway,"Wine Bars, Coffee & Tea, Breakfast & Brunch"
BO-beau kitchen + roof tap,144 Pine Ave,"Tapas/Small Plates, American (New), French"
Underdogs,156 S Brand Blvd,"Sports Bars, Pubs, American (Traditional)"
Antojitos Cocina Mexicana,100 Universal City Plz,"Cocktail Bars, Mexican"
1212 Santa Monica,1212 3rd St Promenade,"Lounges, American (New), Music Venues"
Bottoms Up Tiki Lounge,9875 Alondra Blvd,Tiki Bars
Naples Canals,,Local Flavor
The Abbey Food & Bar,692 N Robertson Blvd,"Gay Bars, Breakfast & Brunch, American (Traditional)"
Esperanza Cocina de la Playa,309 Manhattan Beach Blvd,"Seafood, Mexican, Cocktail Bars"
North End Bar & Grill,2626 Hermosa Ave,"Sports Bars, American (Traditional), Dive Bars"
Manhattan Beach Pier,2 Manhattan Beach Blvd,"Local Flavor, Landmarks & Historical Buildings"
Bottlecraft,4150 McGowen St,Beer Bar
Jimmy Buffett's Margaritaville,100 Universal City Plz,"Bars, American (New), Music Venues"
BREWCO,124 Manhattan Beach Blvd,"Breweries, American (New)"
The Brixton,2827 Pico Blvd,"Gastropubs, American (New), Lounges"
High Tide,605 E 4th St,"Beer Gardens, Cocktail Bars, Music Venues"
LAces,125 N Western Ave,"Sports Bars, American (New), Cocktail Bars"
Malibu Beach Inn,22878 Pacific Coast Hwy,Hotels
Watermans,22 Pier Ave,"American (New), Bars"
The Craftsman Bar and Kitchen,119 Broadway,"Cocktail Bars, American (Traditional)"
El Compadre,7408 W Sunset Blvd,"Mexican, Cocktail Bars, Seafood"
The Library Alehouse,2911 Main St,"American (New), Gastropubs, Pubs"
Night + Market Weho,9043 W Sunset Blvd,"Thai, Wine Bars"
Sidewalk Cafe,1401 Ocean Front Walk,"Tacos, Sports Bars, Pizza"
Fuego,700 Queensway Dr,"Mexican, Latin American, Bars"
Wallflower,609 Rose Ave,"Indonesian, Cocktail Bars"
Eat This Cafe,6547 Santa Monica Blvd,"Breakfast & Brunch, Sandwiches, Cocktail Bars"
Tin Roof Bistro,3500 N Sepulveda Blvd,"American (New), Cocktail Bars, Breakfast & Brunch"
Hermosa Brewing,1342 Hermosa Ave,Brewpubs
JUTE Coastal bar and Kitchen,1400 Parkview Avenue,"American (Traditional), Cocktail Bars"
1 Pico,1 Pico Blvd,"American (New), Seafood, Bars"
State Social House,8782 W Sunset Blvd,"American (Traditional), Gastropubs, Sports Bars"
Houston's Restaurant,320 S Arroyo Pkwy,"Steakhouses, American (New), Sushi Bars"
The Bamboo Club,3522 E Anaheim St,"Tiki Bars, American (New), Cocktail Bars"
Tantalum Restaurant,6272 E Pacific Coast Hwy,"Asian Fusion, American (Traditional), Cocktail Bars"
Culture Brewing,327 Manhattan Beach Blvd,Breweries
Cabo Cantina,30 Washington Blvd,"Mexican, Sports Bars, Breakfast & Brunch"
Barbie's Bar,1008 E Artesia Blvd,"Sports Bars, Pool Halls, Beer Bar"
The Traveling Traveler,,Travel Services
Rusty's Surf Ranch,256 Santa Monica Pier,"American (New), Seafood, Music Venues"
Saint Felix,1602 N Cahuenga Blvd,"American (New), Cocktail Bars"
DAMA,612 E 11th St,"Latin American, Cocktail Bars, Wine Bars"
The Blue Moon Lounge,3509 N Verdugo Rd,"Lounges, Sports Bars, Pool Halls"
Manhattan Beach,45TH St,Beaches
Daedo Sikdang,4001 W 6th St,"Korean, Bars, Steakhouses"
The Anchor,235 Main St,"American (New), Bars, Seafood"
Plunge,1900 E Ocean Blvd,"American (Traditional), Breakfast & Brunch, Burgers"
Tower 12,53 Pier Ave,"Bars, American (Traditional), Pizza"
Concerto,610 S Serrano Ave,"Italian, Cocktail Bars, Steakhouses"
Osteria La Buca,5210 Melrose Ave,"Italian, Pizza, Cocktail Bars"
Charlie's Trio,5769 Huntington Dr N,"Sports Bars, Italian, Pizza"
El Torito,13715 Fiji Way,"Mexican, Bars, Breakfast & Brunch"
Sunset Beach,17300 Sunset Blvd,"Beaches, Surfing"
The Kinney,737 W Washington Blvd,Hotels
On The Rocks Bar & Grill,5755 Pacific Coast Hwy,"Lounges, American (New), Pizza"
Little Dom's,2128 Hillhurst Ave,American (New)
Bigfoot West,10939 Venice Blvd,Lounges
Hamburger Mary's - West Hollywood,8288 Santa Monica Blvd,"American (New), Gay Bars, Cocktail Bars"
Nick's Manhattan Beach,451 Manhattan Beach Blvd,"Steakhouses, American (Traditional), Seafood"
The Varnish,118 E 6th St,"Cocktail Bars, Venues & Event Spaces"
Panama Joe's Grill & Cantina,5100 E 2nd St,"Mexican, Sports Bars"
We're Pouring,524 E Glenoaks Blvd,"Gastropubs, Beer Bar, Pizza"
Moonlight Movies on the Beach,5101 E Ocean Blvd,"Beaches, Cinema"
Mother's Tavern,16701 Pacific Coast Hwy,Dive Bars
Islands Restaurant,101 E Orange Grove Ave,"Burgers, American (Traditional), Sports Bars"
Vamos Vamos,2917 Main St,"Cocktail Bars, New Mexican Cuisine, Mexican"
Rock & Brews - Redondo Beach,6300 S Pacific Coast Hwy,"American (New), Burgers, Beer Bar"
Gaam Karaoke,3309 W 6th St,"Karaoke, Bars"
Gallery Bar and Cognac Room,506 South Grand Avenue,Bars
Scotty's On The Strand,1100 The Strand,American (Traditional)
Seaside Lagoon,200 Portofino Way,Beaches
Coco Beach Bar & Grill,404 Washington Blvd,"American (New), Bars"
All Season Brewing,800 S La Brea Ave,"Breweries, Cocktail Bars, Beer Bar"
Alma’s,904 N Virgil Ave,Beer Bar
Stout Burgers & Beers,1544 N Cahuenga Blvd,"Burgers, Gastropubs, American (Traditional)"
Founders Ale House,8771 W Pico Blvd,"American (New), Sports Bars, Gastropubs"
Wirtshaus,345 N La Brea Ave,"German, Pubs, Beer Gardens"
Bandit Brews & Sushi,7274 Melrose Ave,"Beer Gardens, Beer Bar, Sushi Bars"
Brews Brothers Brewpub,3000 W Olive Ave,Brewpubs
The Brickyard Pub,1810 N Wilcox Ave,"Dive Bars, Pubs, Pool Halls"
Wurstküche,800 E 3rd St,"Hot Dogs, German, Gastropubs"
Weird Beers,213 W 7th St,"Beer, Wine & Spirits"
Lobster & Beer,3456 Motor Ave,"Seafood, Beer Bar"
33 Taps,3725 W Sunset Blvd,"Sports Bars, Breakfast & Brunch, Gastropubs"
326,6333 3rd St,"Sports Bars, Wine Bars"
Frogtown Brewery,2931 Gilroy St,Breweries
Morrison Atwater Village,3179 Los Feliz Blvd,"Gastropubs, Burgers, Salad"
Wild Parrot Brewing Company,2302 E Colorado Blvd,Breweries
Broxton Brewery & Public House,1099 Westwood Blvd,Breweries
Firestone Walker Brewing Company - The Propagator,3205 Washington Blvd,"Brewpubs, American (New), Wine Bars"
Brews Brothers,5140 Lankershim Blvd,"Beer Bar, American (New), Venues & Event Spaces"
Butcher & Booze,305 N Central Ave,"Butcher, Beer, Wine & Spirits, Cheese Shops"
The Surly Goat,7929 Santa Monica Blvd,"Pubs, Beer Gardens"
Los Angeles Ale Works,8809 Washington Blvd,Beer Bar
First Draft Taproom & Kitchen,1230 S Olive St,"American (New), Beer Bar, Breakfast & Brunch"
Mohawk Bend,2141 W Sunset Blvd,"Gastropubs, Beer Bar, American (New)"
HiDef Brewing,1203 S Olive St,"Breweries, Beer Bar, Beer Gardens"
Brew Kitchen Bar,2328 S Garfield Ave,Gastropubs
Angel City Brewery,216 Alameda St,Breweries
Laurel Tavern,11938 Ventura Blvd,Gastropubs
Brewport Tap House,204 Main St,"Beer Bar, American (New), Brewpubs"
Homebound Brew Haus,800 N Alameda St,"Bars, Brewpubs, Beer Gardens"
Dan Sung Sa,3317 W 6th St,"Korean, Tapas/Small Plates, Gastropubs"
The Dudes' Brewing Company - Hollywood,6615 Hollywood Blvd,"Brewpubs, Pizza"
Red Lion Tavern,2366 Glendale Blvd,"Pubs, German"
Broadwater Plunge,6324 Santa Monica Blvd,Bars
Harajuku Taproom,4410 Sepulveda Blvd,"Izakaya, Tapas/Small Plates, Beer Bar"
Homage Brewing,1219 N Main St,Brewpubs
Paperback Brewing,422 Magnolia Ave,Breweries
Party Beer,4203 W Jefferson Blvd,Breweries
Blue Dog Beer Tavern,4524 Saugus Ave,"Burgers, Gastropubs, American (Traditional)"
Double Trouble Union,3513 W 6th St,"American (New), Burgers, Beer Bar"
The Stalking Horse Brewery & Freehouse,10543 W Pico Blvd,"Cocktail Bars, Brewpubs"
Rasselbock L.A. Kitchen & Beer Garden,3817 Grand View Blvd,"German, Pubs"
Karl Strauss - Downtown LA,600 Wilshire Blvd,"Breweries, Pubs, American (New)"
Stout Burgers & Beers,11262 Ventura Blvd,"Burgers, Gastropubs, American (Traditional)"
Burrow Bar & Kitchen,821 S Flower St,"Cocktail Bars, Lounges, Tapas Bars"
Tirebiter Brewery,2502 S Figueroa St,"Breweries, Beer, Wine & Spirits"
Eagle Rock Brewery,3056 Roswell St,Breweries
Socal Vibes,17812 S Main St,"Breweries, American (New), Venues & Event Spaces"
Thee Elbow Room,2418 Honolulu Ave,"Gastropubs, American (New)"
Bludso's Bar & Que,609 N La Brea Ave,"Barbeque, American (Traditional), Cocktail Bars"
Ever Bar,1800 Argyle Ave,"Bars, Beer, Wine & Spirits"
Cafe Fontana,620 S Harvard Blvd,"Coffee & Tea, Beer Bar"
Blue Palms Brewhouse,8440 Balboa Blvd,"Burgers, American (Traditional), Gastropubs"
The Surly Goat,17337 Ventura Blvd,"Burgers, Cocktail Bars, Beer Bar"
Alchemy Craft,520 W Whittier Blvd,"Bars, Breweries, Breakfast & Brunch"
Sherman Hops,14311 Ventura Blvd,"Beer Bar, Burgers, Sandwiches"
The 3rd Stop,8636 W 3rd St,"Gastropubs, Burgers, American (New)"
Boomtown Brewery,700 Jackson St,"Breweries, Venues & Event Spaces"
Father's Office,1018 Montana Ave,"Burgers, American (New), Gastropubs"
Three Weavers Brewing Co,1031 W Manchester Blvd,Breweries
Woo Hyang Woo,3429 W 6th St,"Korean, Barbeque, Bars"
The Brickyard Pub,11130 Magnolia Blvd,"Pubs, Pool Halls, Dive Bars"
Study Hall,2827 S Hoover St,"Gastropubs, Burgers, Sandwiches"
Little Bear,1855 Industrial St,"Belgian, Beer Bar, Cocktail Bars"
Glendale Tap,4227 San Fernando Rd,"Beer Bar, Tapas Bars"
Brewyard Beer Company,906 Western Ave,Brewpubs
E.B.'s Beer and Wine,6333 W 3rd St,"Sports Bars, Beer Bar, Music Venues"
Boolieya,3959 Wilshire Blvd,"Korean, Bars, Asian Fusion"
Kings Row Gastropub,20 E Colorado Blvd,"Gastropubs, American (New), Sports Bars"
Bar & Garden,6142 Washington Blvd,"Beer, Wine & Spirits"
Tonys Darts Away,1710 Magnolia Blvd,"Pubs, Gastropubs"
The Douglas,1400 W Sunset Blvd,"Burgers, Beer Bar"
District Pub,5249 Lankershim Blvd,"Burgers, Bars, Gastropubs"
Coffee MCO,2580 W Olympic Blvd,"Coffee & Tea, Breakfast & Brunch, Beer Bar"
Cafe Nandarang,3815 W 6th St,"Korean, Bars"
Border X Brewing,4400 E Gage Ave,"Beer Bar, Breweries"
Santa Monica Brew Works,1920 Colorado Ave,Brewpubs
Moe's Tavern,100 Universal City Plz,Beer Bar
Nua,403 N Crescent Dr,"Middle Eastern, Mediterranean, Cocktail Bars"
The Six Chow House Studio City,12650 Ventura Blvd,"American (New), Gastropubs, Breakfast & Brunch"
Market Tavern,6333 W 3rd St,"Beer Bar, Cocktail Bars, British"
Long Beach Beer Lab,518 W Willow St,"Breweries, Bakeries, Pizza"
1642 Beer and Wine,1642 W Temple St,Bars
Hop Merchants Bottle Shop & Taproom,5013 Lankershim Blvd,"Beer Bar, Pubs"
Old Man Bar,12517 W Washington Blvd,Bars
Bar Bandini,2150 Sunset Blvd,Bars
New Pipers Restaurant,222 N Western Ave,"Beer Bar, Sushi Bars, Asian Fusion"
Talon Tap & Wine,1353 Colorado Blvd,"Beer Bar, Wine Bars, Sports Bars"
The Prince,3198 1/2 W 7th,"Bars, Korean"
The Burbank Pub,2013 W Burbank Blvd,"Pubs, American (New), Cocktail Bars"
Iron Teapot Dim Sum & Bar,10306 Venice Blvd,"Dim Sum, Cantonese, Bars"
Harvard & Stone,5221 Hollywood Blvd,Bars
Stone Brewing Tap Room - Pasadena,220 S Raymond Ave,Beer Bar
Peninsula Tap House,31234 Palos Verdes Dr W,"Sports Bars, Burgers, Pizza"
Der Wolf,72 N Fair Oaks Ave,"Beer Bar, Sports Bars, American (New)"
Mumford Brewing,416 Boyd St,Breweries
Wally's - Beverly Hills,447 N Canon Dr,"American (New), French, Beer, Wine & Spirits"
Crawford's,2616 Beverly Blvd,"Southern, Beer Bar, Dive Bars"
JJAN,3328 W 8th St,"Gastropubs, Korean, Tapas Bars"
MacLeod Ale Brewing,14741 Calvert St,"Breweries, Pizza"
Finney's Crafthouse - Burbank,164 East Palm Ave,"American (New), Burgers, Cocktail Bars"
The Brews Hall - Hermosa Beach,73 Pier Ave,"Breweries, Food Court"
Phantom Carriage Brewery,18525 S Main St,Breweries
Spare Tire Kitchen & Tavern,5370 Wilshire Blvd,"Gastropubs, American (Traditional), Breakfast & Brunch"
The Bit,4167 E Live Oak Ave,"Beer Bar, Sports Bars"
Tom Bergin's,840 S Fairfax Ave,"Sports Bars, Irish Pub, American (Traditional)"
Larchmont Village Wine Spirits & Cheese,223 N Larchmont Blvd,"Beer, Wine & Spirits, Sandwiches, Cheese Shops"
Golden Road Brewing,317 S Broadway,"Pubs, Breweries, Breakfast & Brunch"
Flights Craft Beer + Sports Grill,5119 W El Segundo Blvd,"Sports Bars, American (Traditional), Beer Bar"
LA Draught,3021 Lincoln Blvd,Beer Bar
Father's Office,3229 Helms Ave,"Burgers, Cocktail Bars, Sandwiches"
Benny Boy Brewing,1821 N Daly St,Breweries
Bar Jackalope,515 W 7th St,"Whiskey Bars, Speakeasies"
Brewery Draconum,24407 Main St,Brewpubs
Walt's Bar,4680 Eagle Rock Blvd,Bars
Gold Glove Bar,1000 Vin Scully Ave,Sports Bars
Lucky Baldwin's Pub,17 S Raymond Ave,"British, Pubs, Fish & Chips"
Lucky Market,904 N Western Ave,"Grocery, Beer, Wine & Spirits"
Hand-Brewed Beer,9771 Variel Ave,"Breweries, Beer Gardens, Pizza"
Here & Now,300 S Santa Fe Ave,"Bars, Venues & Event Spaces, American (Traditional)"
Snake Pit Alehouse Whiskey Bar & Kitchen,7529 Melrose Ave,"American (Traditional), Whiskey Bars"
HQ Gastropub - Woodland Hills,20969 Ventura Blvd,"Gastropubs, Venues & Event Spaces, Breakfast & Brunch"
Socalo,1920 Santa Monica Blvd,"Mexican, Cocktail Bars, Beer Bar"
The Brews Hall at Del Amo,21770 Del Amo Cir E,"Food Court, Breweries"
The Junction Bar - Billiards,9370 Telegraph Rd,"Pool Halls, Sports Bars, Beer Bar"
Risky Business,10437 Burbank Blvd,"Cocktail Bars, Pool Halls, Beer Bar"
The Last Call,6025 Reseda Blvd,"Sports Bars, Music Venues, Karaoke"
Spring Street Bar,626-B S Spring St,"Sandwiches, Sports Bars, Cocktail Bars"
Plan Check Kitchen + Bar,1800 Sawtelle Blvd,"Bars, Gastropubs, American (Traditional)"
Alamo Drafthouse Cinema - Downtown Los Angeles,700 W 7th St,"Cinema, Bars"
Rasselbock Kitchen & Beer Garden,4020 Atlantic Ave,"German, Beer Gardens, Salad"
Cerveceria Del Pueblo,141 W Bellevue Dr,Beer Bar
Running Goose,1620 N Cahuenga Blvd,"Gastropubs, Latin American"
Lawless Brewing,5275 Craner Ave,"Beer Bar, Breweries, Venues & Event Spaces"
The Six Chow House West Los Angeles,10668 W Pico Blvd,"Breakfast & Brunch, Sports Bars, Pizza"
The Roof Garden,9882 Santa Monica Blvd,"American (New), Lounges, Breakfast & Brunch"
Duff Brewery Beer Garden,49 Production Plz,Beer Gardens
Whittier Brewing Company,13002 Philadelphia St,Breweries
JuneShine - Santa Monica,2914 Main St,"Kombucha, Breweries"
Ashland Hill,2807 Main St,"Beer Gardens, American (New), Breakfast & Brunch"
Ogopogo Brewing,864 Commercial Ave,Breweries
SteelCraft Bellflower,16500 Bellflower Blvd,"Beer Gardens, Coffee & Tea, Fast Food"
Wurstküche Restaurant Venice Beach,625 Lincoln Blvd,"Hot Dogs, German, Gastropubs"
The Honest Abe Cider House & Meadery,17812 S Main St,"Cideries, Breweries, Meaderies"
Brouwerij West,110 E 22nd St,Breweries
La Chuperia,3742 S. Flower St.,"Mexican, Bars"
Flying Embers Social Club and Brewery,1581 Industrial St,Breweries
Macleod On York,5930 York Blvd,"Brewpubs, Pizza"
Shadow Grove Brewing,1116 2nd St,Breweries
Brewjeria Company,4937 Durfee Ave,Breweries
Dog Haus,93 E Green St,"Burgers, Hot Dogs, Cocktail Bars"
Common Space Brewery,3411 W El Segundo Blvd,"Breweries, Venues & Event Spaces"
On Tilt Pinball,7128 Van Nuys Blvd,"Sports Bars, Korean"
Beer Garden Palm Tree By Lawn Stage,801-899 Exposition Park Dr,Beer Gardens
Lincoln Beer Company,3083 N Lima St,Breweries
HOLIDAY BAR,2471 E Whittier Blvd,Bars
Biergarten at Old World HB,7561 Center Ave,"German, Beer Bar"
Smog City Brewing - Torrance Brewery & Taproom,1901 Del Amo Blvd,Breweries
Spitz - Los Feliz,1725 Hillhurst Ave,"Bars, Sandwiches, Mediterranean"
Ivanhoe Restaurant & Bar,2500 Riverside Dr,"Bars, American (Traditional), Breakfast & Brunch"
Tu Madre - West Hollywood,1111 N Hayworth Ave,"Mexican, Breakfast & Brunch, Cocktail Bars"
Ten Mile Brewing,16500 Bellflower Blvd,Breweries
8one8 Brewing,8951 De Soto Ave,Breweries
Mo’s House Of Axe,611 S Western Ave,"Axe Throwing, Bars, Comfort Food"
Lowboy,1540 Sunset Blvd,"Cocktail Bars, Burgers"
RT Rogers Brewing,38 E Montecito Ave,Breweries
Everson Royce Bar,1936 E 7th St,Bars
The Backyard at Chez Jays,1657 Ocean Ave,"American (New), Breakfast & Brunch, Cocktail Bars"
Johnny's West Adams,4327 W Adams Blvd,"American (Traditional), Bars"
Parlor Bar,14226 Whittier Blvd,"Sports Bars, American (New)"
Fia Restaurant,2454 Wilshire Blvd,"Italian, Seafood, Cocktail Bars"
Mt. Lowe Brewing Co.,150 E St Joseph St,Breweries
Busby's West,3110 Santa Monica Blvd,"Sports Bars, American (New)"
San Fernando Brewing Company,425 Park Ave,Breweries
Over Under Public House,310 N San Fernando Blvd,"American (New), Sports Bars, Cocktail Bars"
Sorry Not Sorry,11520 W Pico Blvd,"Cocktail Bars, Wine Bars, American (New)"
Gordon Biersch Brewery Restaurant,145 S San Fernando Blvd,"American (New), Breweries, Bars"
Pitfire Artisan Pizza,5211 Lankershim Blvd,"Pizza, Italian, Beer Gardens"
On The Thirty,14622 Ventura Blvd,"American (New), Bars, Breakfast & Brunch"
Canopy Club,8801 Washington Blvd,"American (New), Bars"
Hyperion Public,2538 Hyperion Ave,"Gastropubs, American (New), Breakfast & Brunch"
Relentless Brewing & Spirits,2133 Colorado Blvd,"American (New), Cocktail Bars, Asian Fusion"
Joxer Daly's,11168 Washington Blvd,"Pubs, Sports Bars"
Brass Monkey Pubhouse,18511 Soledad Canyon Rd,"Pubs, Sports Bars, Burgers"
ArtBarLA,12017 Venice Blvd,"Beer Bar, Art Galleries, Music Venues"
Morrison - Burbank,3821 W Magnolia Blvd,"Gastropubs, Burgers, American (New)"
Idle Hour,4824 N Vineland Ave,"American (Traditional), Bars, Breakfast & Brunch"
The Semi-Tropic,1412 Glendale Blvd,"Cocktail Bars, Salad, Sandwiches"
The Fox and Hounds,11100 Ventura Blvd,"Pubs, British"
Highland Park Brewery,5127 York Blvd,Breweries
Surfridge Brewing,137 Nevada St,Breweries
Beachwood Brewing & Distilling,3630 Atlantic Ave,"Distilleries, Breweries, Arcades"
Santa Monica Whaler,101 Broadway,"American (New), Lounges, Beer, Wine & Spirits"
Redbird,114 E 2nd St,"Cocktail Bars, American (New)"
Crystal View Lounge,150 E Angeleno Ave,Lounges
Anejo Cantina and Grill,14755 Ventura Blvd,"Mexican, Cocktail Bars"
Progress Brewing,9624 El Poche St,"Breweries, Wine Tasting Room"
La Oficina,13645 Foothill Blvd,"Bars, Pool Halls, Karaoke"
Aladdin Used Books,621 S Western Ave,Used Bookstore
RFP MD,13065 Mindanao Way,"Marketing, Editorial Services, Graphic Design"
The Library Store,630 W 5th St,"Bookstores, Gift Shops, Cards & Stationery"
Lessons by Jeremy,,"Private Tutors, Musical Instruments & Teachers"
HanEuem,539 S Western Ave,"Korean, Gastropubs"
TestCrackers GMAT & GRE Prep,,"Test Preparation, Private Tutors"
The Last Bookstore,453 S Spring St,"Bookstores, Used Bookstore"
Sage Plant Based Bistro & Brewery,1700 Sunset Blvd,"Vegan, Brewpubs, Bars"
Piano Lessons With Valery Goldes,1436 South La Cienega Blvd,"Musical Instruments & Teachers, Private Tutors, Performing Arts"
Stacy Blackman Consulting,8721 Santa Monica Blvd,"Private Tutors, Career Counseling"
Shark Eyes,2110 E 25th St,"Wholesalers, Sunglasses"
Law Offices of Goldschmid Silver & Spindel,4221 Wilshire Blvd,Workers Compensation Law
The Flash Truck,,"Session Photography, Event Photography, Editorial Services"
CA Bar Style,15456 Ventura Blvd,"Test Preparation, Tutoring Centers, Private Tutors"
Kinokuniya Bookstore - Los Angeles,123 Astronaut E Onizuka St,"Bookstores, Gift Shops, Cards & Stationery"
Twainstein,3415 S Sepulveda Blvd,"Test Preparation, Private Tutors"
LA Tutors 123,9454 Wilshire Blvd,"Private Tutors, Test Preparation, Educational Services"
Absolution Brewing Company,2878 Columbia St,Breweries
Hope Law Group,3700 Wilshire Blvd,Immigration Law
The Hermosillo,5125 York Blvd,"Wine Bars, Breweries"
PhoenixHR,2614 Voorhees Ave,"Business Consulting, Career Counseling, Editorial Services"
Larry Edmunds Bookshop,6644 Hollywood Blvd,Bookstores
Riip Beer Company,17214 Pacific Coast Hwy,Breweries
LSAT Right,,"Test Preparation, Private Tutors"
Hollywood Rentals,12800 Foothill Blvd,Video/Film Production
Samuel B Choi Accountancy,3731 Wilshire Blvd,"Accountants, Financial Advising, Tax Services"
Brian Cutler Actors Studio,1007 N Cordova St,"Performing Arts, Drama Schools"
Monkish Brewing,20311 S Western Ave,Breweries
818 Brewing,8953 De Soto Ave,Breweries
Digital Artist Andrew Kavanagh,421 Doheny Dr,"Private Tutors, Graphic Design"
TestMasters,8383 Wilshire Blvd,"Test Preparation, Private Tutors, Tutoring Centers"
Pacific Plate Brewing Company,2015 South Myrtle Ave,Breweries
Three Day Rule,,Matchmakers
Supervinyl,900 N Sycamore Ave,Vinyl Records
Sage Plant Based Bistro & Brewery,4130 Sepulveda Blvd,"Vegan, Brewpubs, Cocktail Bars"
Moovit4Now,,"Movers, Packing Services"
Going Underground Records,356 1/2 E 2nd St,"Vinyl Records, Music & DVDs"
LA Intelligence,9171 Wilshire Blvd,Private Investigation
Atkins Research Global,4929 Wilshire Blvd,Marketing
Margie Haber Studio,317 N La Brea Ave,"Specialty Schools, Performing Arts"
Blueprint LSAT Preparation,,"Tutoring Centers, Test Preparation, Private Tutors"
Luscious Maven Pole Studio,11135 Weddington St,"Dance Studios, Pole Dancing Classes"
